covid_status,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
first,0.4688174724578858,0.034564562141895294,2658.1140262139184,3260.1360448275336,5388.6032348242825,0.04120438548322684,-429.3620300292969,61.71081161499024,7.411600112915039,-0.007620814722031355,-2.128190994262696,4.856605529785156,11.85423183441162,-6.939075469970702,-14.484892845153807,-6.120116233825684,-8.809686660766602,-7.477531909942628,-4.861636161804199,-10.395689964294434,-7.66792106628418,-4.758739948272705,-6.872614860534668,-0.7744736075401306,2.657160758972168,-1.9430161714553835
first,0.260100781917572,0.06666791439056396,1757.105257296947,2095.908073804399,3457.182135193133,0.03447097974785408,-441.48052978515625,54.51366424560547,8.629434585571289,31.942829132080078,11.01218318939209,-5.12641716003418,4.627100467681885,-15.280506134033205,-15.50872802734375,-0.8936225175857544,-12.960816383361815,-16.437028884887695,-14.326567649841307,-14.29841423034668,-4.399078369140625,-7.4114723205566415,-7.460622787475586,2.417631387710572,-7.740851402282715,-9.543079376220703
first,0.2180738747119904,0.03169265389442444,994.7085134628932,990.8677145733986,1891.154661016949,0.02132713188559322,-439.15960693359375,56.9449577331543,-15.963823318481445,-5.0927395820617685,0.8470920920372009,-10.841957092285156,-1.4110975265502932,-3.4022774696350098,-14.404114723205565,-8.376359939575195,-4.16766881942749,-5.698591232299805,-3.9535164833068848,-4.591991901397705,-3.005873203277588,0.466291606426239,-0.16410653293132782,0.8753706812858582,-0.02053501084446907,-5.127129077911377
first,0.4136744439601898,0.022238127887249,1780.796929008365,1647.3217886778964,3324.100378787879,0.04144472064393938,-439.3624877929688,101.8213882446289,-31.33226776123047,-2.6034936904907227,6.782754898071289,-17.54826545715332,-1.0471822023391724,-2.587890148162842,-13.867780685424805,-6.062622547149657,-7.749370098114014,-4.700433731079102,0.40587761998176575,-9.334532737731934,-7.482300281524657,-1.404160976409912,-7.613800048828125,-7.437711238861084,-5.303769588470459,-8.345300674438478
first,0.25947922468185425,0.02262120135128498,1027.2256979597332,1008.7553116021744,1838.907747603834,0.021765175718849842,-491.3114929199219,73.2560043334961,-14.908534049987793,-12.044443130493164,2.131493330001831,-3.089684009552002,0.8981305956840515,-3.250885009765625,-10.537096977233887,-4.778919219970703,-0.8766493201255798,-0.7741475701332092,-1.6351245641708374,-7.21674919128418,-8.630430221557617,-4.8924078941345215,-3.7797243595123287,-4.03589391708374,-4.6349778175354,-5.569863319396973
first,0.4996598064899445,0.0478447899222374,2692.303098565071,3025.394909062092,4998.053073670657,0.06635948809855234,-454.1944580078125,100.1705551147461,-25.241640090942386,10.537824630737305,20.453882217407227,-7.602198600769043,-3.149885416030884,-2.0154895782470703,-2.78371524810791,-3.9734232425689697,-6.326915740966798,1.1993019580841064,-0.4471604526042938,-2.8927242755889893,-0.9473432302474976,-5.700672626495361,-1.5348856449127195,-0.007328059058636427,-7.738412857055664,-4.146610736846924
first,0.3646867871284485,0.01626736856997013,3266.6890864406073,3639.5435673473653,6406.86165480427,0.060239309942170825,-539.6530151367189,65.41141510009766,-7.790442943572997,10.79675579071045,3.99072265625,-18.87052345275879,-12.422289848327635,-11.582231521606445,-6.091381072998048,1.7311502695083618,-4.768437385559082,0.06980380415916443,2.2665016651153564,-7.464888095855713,-0.4455990493297577,6.155125617980957,-0.9189283847808838,-4.892756938934326,-8.099571228027344,-4.497795104980469
first,0.3257240951061249,0.06158369407057763,1992.0338699168194,1643.5669010036288,3438.69150779896,0.05682341312824956,-372.5286560058594,107.77022552490234,-47.37823104858398,-12.866092681884766,2.739647388458252,-17.920166015625,-7.264130592346191,-15.916247367858887,-11.26173210144043,9.259666442871094,-1.4906274080276491,-7.009669780731201,0.6710940003395081,-0.0891823098063469,0.04398757219314575,-4.780228137969972,-8.158576965332031,-4.205643177032472,-7.149337291717527,-7.576740741729736
first,0.4320794641971588,0.014003535732626915,2358.6034210652497,2905.0809030831488,5201.3801559356125,0.025414203973843055,-518.3396606445311,66.2105712890625,-10.980669021606444,4.090958118438722,-2.7891011238098145,-11.718901634216307,4.346782684326172,-8.112700462341309,-13.164746284484865,0.7263922691345215,-3.3478701114654537,-4.062371253967285,-2.8608417510986333,-9.98843479156494,-4.069375991821288,1.2950990200042725,-2.540858507156372,-2.4341158866882324,-4.36022424697876,-4.539726734161377
first,0.3115798532962799,0.03623924404382706,1158.4213274005824,1211.1017441748847,1697.3492217898834,0.03383200085116732,-480.5933837890625,102.53831481933594,-13.189593315124512,-31.08489990234375,15.946608543395994,23.43255043029785,-6.131482124328612,-14.57175064086914,-5.883589267730713,-8.519550323486326,-10.626571655273438,-1.6763851642608645,-1.4764490127563477,-12.676334381103516,-12.801064491271973,-2.577216625213623,-2.3721177577972408,-9.352755546569824,-7.842163562774657,-2.8264288902282715
